Case Number,Case Title,Requesting Court,Topics,Judgment ECLI,Judgment CELEX,Has AG Opinion,AG Opinion Title,AG Opinion ECLI,Has Summary,Summary CELEX
Case C‑469/13,Case C‑469/13 Tahir v Ministero dell'Interno and Questura di Verona,Request for a preliminary ruling from the Tribunale di Verona,"Reference for a preliminary ruling — Area of freedom, security and justice — Directive 2003/109/EC — Articles 2, 4(1), 7(1) and 13 — ‘Long-term resident’s EU residence permit’ — Terms for conferring long-term resident status — Legal and continuous residence in the host Member State for five years prior to the submission of the permit application — Person with family connections to the long-term resident — More favourable national provisions — Effects",ECLI:EU:C:2014:2094,62013CJ0469,No,,,Yes,62013CJ0469_SUM
Joined Cases C‑473/13 and C‑514/13,Joined Cases C‑473/13 and C‑514/13 Bero v Regierungspräsidium Kassel and Bouzalmate v Kreisverwaltung Kleve,,,ECLI:EU:C:2014:2095,62013CJ0473,Yes,Opinion of Advocate General Bot delivered on 30 April 2014,ECLI:EU:C:2014:295,Yes,62013CJ0473_SUM
Case C‑474/13,"Case C‑474/13 Pham v Stadt Schweinfurt, Amt für Meldewesen und Statistik",Request for a preliminary ruling from the Bundesgerichtshof,,ECLI:EU:C:2014:2096,62013CJ0474,No,,,Yes,62013CJ0474_SUM
Case C‑480/13,Case C‑480/13 Sysmex Europe v Hauptzollamt Hamburg-Hafen,Request for a preliminary ruling from the Finanzgericht Hamburg,"Reference for a preliminary ruling — Tariff classification — Common Customs Tariff — Combined Nomenclature — Headings 3204, 3212 and 3822 — Substance producing, by chemical reaction and exposure to a laser light, a fluorescent effect intended for the analysis of white blood cells",ECLI:EU:C:2014:2097,62013CJ0480,No,,,Yes,62013CJ0480_SUM
Case C‑481/13,Case C‑481/13 Criminal proceedings against Qurbani,Request for a preliminary ruling from the Oberlandesgericht Bamberg,Reference for a preliminary ruling — Geneva Convention of 28 July 1951 relating to the Status of Refugees — Article 31 — Third country national who has entered the territory of a Member State after passing through another Member State — Use of the services of people smugglers — Unauthorised entry and stay — Presentation of a forged passport — Criminal penalties — Lack of jurisdiction of the Court,ECLI:EU:C:2014:2101,62013CJ0481,No,,,Yes,62013CJ0481_SUM
Case C‑169/14,Case C‑169/14 Sánchez Morcillo and Abril García v Banco Bilbao Vizcaya Argentaria,Request for a preliminary ruling from the Audiencia Provincial de Castellón,Reference for a preliminary ruling — Directive 93/13/EEC — Article 7 — Charter of Fundamental Rights of the European Union — Article 47 — Consumer contracts — Mortgage loan agreement — Unfair terms — Mortgage enforcement proceedings — Right to an appeal,ECLI:EU:C:2014:2099,62014CJ0169,No,,,Yes,62014CJ0169_SUM
Case C‑22/14 P,Case C‑22/14 P Three-N-Products v OHIM,,,,,No,,,No,
Case C‑84/13 P,Case C‑84/13 P Electrabel v Commission,,,ECLI:EU:C:2014:2040,62013CJ0084,No,,,No,
Case C‑102/13 P,Case C‑102/13 P Germany v Commission,,,,,No,,,No,
Case C‑189/13),Case C‑189/13) Da Silva,,,ECLI:EU:C:2014:2043,62013CJ0189,No,,,No,
Case C‑126/13 P,Case C‑126/13 P BSH v OHIM,,,ECLI:EU:C:2014:2065,62013CJ0126,No,,,No,
Joined Cases C‑325/13 P and C‑326/13 P,Joined Cases C‑325/13 P and C‑326/13 P Peek & Cloppenburg v OHIM,,,ECLI:EU:C:2014:2059,62013CJ0325,No,,,No,
Joined Cases C‑379/13 P to C‑381/13 P,Joined Cases C‑379/13 P to C‑381/13 P Aecops v Commission,,,,,No,,,No,
Case C‑391/13 P,Case C‑391/13 P Greece v Commission,,,ECLI:EU:C:2014:2061,62013CJ0391,No,,,No,
Case C‑71/13 P,Case C‑71/13 P Greece v Commission,,,,,No,,,No,
Case C‑675/13 P,Case C‑675/13 P Zoo Sport v OHIM,,,,,No,,,No,
Case C‑676/13 P,Case C‑676/13 P Zoo Sport v OHIM,,,,,No,,,No,
Case C‑554/12 P,Case C‑554/12 P Commission v DEI,,,ECLI:EU:C:2014:2085,62012CJ0554,No,,,No,
Case C‑600/12,Case C‑600/12 Commission v Greece,,,ECLI:EU:C:2014:2086,62012CJ0600,No,,,No,
Case C‑141/13 P,Case C‑141/13 P Reber v OHIM,,,ECLI:EU:C:2014:2089,62013CJ0141,No,,,No,
Case C‑427/13,Case C‑427/13 Emmeci v Cotral,,"Reference for a preliminary ruling — Article 53(2) of the Rules of Procedure of the Court — Autorità per la Vigilanza sui Contratti pubblici di lavori, servizi e forniture — Article 267 TFEU — Concept of ‘court or tribunal of a Member State’ — Lack of jurisdiction of the Court",,,No,,,No,
Case C‑435/13 P,Case C‑435/13 P Kastenholz v OHIM,,,,,No,,,No,
Case C‑459/13,Case C‑459/13 Široká v Úrad verejného zdravotníctva Slovenskej republiky,,Reference for a preliminary ruling — Protection of public health — National legislation imposing an obligation to vaccinate minor children — Right of parents to refuse that vaccination — Article 168 TFEU — Charter of Fundamental Rights of the European Union — Articles 33 and 35 — Implementation of EU law — None — Clear lack of jurisdiction of the Court,,,No,,,No,
Case C‑468/13 P,Case C‑468/13 P MOL v OHIM,,,,,No,,,No,
Case C‑490/13 P,Case C‑490/13 P Cytochroma Development v OHIM,,,,,No,,,No,
Case C‑505/13,Case C‑505/13 Yumer v Direktor na Teritoriyalna direktsia na Natsionalna agentsia za prihodite - Varna,,,,,No,,,No,
Case C‑535/13),Case C‑535/13) Honda Giken Kogyo Kabushiki Kaisha v Patmanidi,,Reference for a preliminary ruling — Article 99 of the Rules of Procedure of the Court — Trade marks — Right of the proprietor of a trade mark to oppose the placing on the market within the European Economic Area (EEA) of goods bearing that mark without his consent,,,No,,,No,
Case C‑643/13 P,Case C‑643/13 P Melkveebedrijf Overenk and Others v Commission,,,,,No,,,No,
Case C‑654/13,Case C‑654/13 Delphi Hungary Autóalkatrész Gyártó v NAV,,Reference for a preliminary ruling — Article 99 of the Rules of Procedure of the Court — VAT — Directive 2006/112/EC — Article 183 — Reimbursement of excess VAT — National rules preventing the payment of default interest on VAT not recoverable within a reasonable period on account of a condition held to be contrary to EU law — Principle of equivalence,,,No,,,No,
Case C‑101/14 P,Case C‑101/14 P Brown Brothers Harriman v OHIM,,,,,No,,,No,
Case C‑107/14,Case C‑107/14 3D I v Agenzia delle Entrate — Ufficio di Cremona,,Reference for a preliminary ruling — Article 53(2) of the Rules of Procedure of the Court — Insufficient information concerning the factual and regulatory background to the dispute in the main proceedings and the reasons justifying the need for an answer to the question referred for a preliminary ruling — Manifest inadmissibility,,,No,,,No,
Case C‑589/12,Case C‑589/12 Commissioners for Her Majesty's Revenue & Customs v GMAC UK,Request for a preliminary ruling from the Upper Tribunal (Tax and Chancery Chamber),"Reference for a preliminary ruling — VAT — Sixth Directive 77/388/EEC — Article 11C(1), first subparagraph — Direct effect — Reduction of the taxable amount — Two transactions concerning the same goods — Supply of goods — Cars, sold on a hire purchase basis, repossessed and sold at auction — Abuse of rights",ECLI:EU:C:2014:2131,62012CJ0589,No,,,Yes,62012CJ0589_SUM
Case C‑201/13,Case C‑201/13 Deckmyn and Vrijheidsfonds v Vandersteen and Others,Request for a preliminary ruling from the hof van beroep te Brussel,Reference for a preliminary ruling — Directive 2001/29/EC — Copyright and related rights — Reproduction right — Exceptions and limitations — Concept of ʻparodyʼ — Autonomous concept of EU law,ECLI:EU:C:2014:2132,62013CJ0201,Yes,Opinion of Advocate General Cruz Villalón delivered on 22 May 2014,ECLI:EU:C:2014:458,Yes,62013CJ0201_SUM
Case C‑318/13,Case C‑318/13 X,Request for a preliminary ruling from the Korkein hallinto-oikeus,Reference for a preliminary ruling — Directive 79/7/EEC — Equal treatment for men and women in matters of social security — Accident insurance for workers — Amount of a lump-sum compensation for permanent incapacity — Actuarial calculation based on average life expectancy by sex of the recipient of that compensation — Sufficiently serious infringement of EU law,ECLI:EU:C:2014:2133,62013CJ0318,Yes,Opinion of Advocate General Kokott delivered on 15 May 2014,ECLI:EU:C:2014:333,Yes,62013CJ0318_SUM
Case C‑410/13,Case C‑410/13 Baltlanta v Lietuvos valstybė,Request for a preliminary ruling from the Vilniaus apygardos administracinis teismas,"Reference for a preliminary ruling — Structural funds — Economic, social and territorial cohesion — Regulation (EC) No 1260/1999 — Article 38 — Regulation (EC) No 2792/1999 — Article 19 — Fisheries — Court proceedings at national level — Obligation on the part of the Member State to take the measures necessary to ensure the successful implementation of the decision relating to the grant of funds following court proceedings",ECLI:EU:C:2014:2134,62013CJ0410,No,,,Yes,62013CJ0410_SUM
Case C‑114/12,Case C‑114/12 Commission v Council,,,ECLI:EU:C:2014:2151,62012CJ0114,Yes,Opinion of Advocate General Sharpston delivered on 3 April 2014,ECLI:EU:C:2014:224,Yes,62012CJ0114_SUM
Case C‑237/12,Case C‑237/12 Commission v France,,,ECLI:EU:C:2014:2152,62012CJ0237,Yes,Opinion of Advocate General Kokott delivered on 16 January 2014,ECLI:EU:C:2014:14,Yes,62012CJ0237_SUM
Case C‑408/12 P,Case C‑408/12 P YKK and Others v Commission,,,ECLI:EU:C:2014:2153,62012CJ0408,Yes,Opinion of Advocate General Wathelet delivered on 12 February 2014,ECLI:EU:C:2014:66,Yes,62012CJ0408_SUM
Case C‑474/12,"Case C‑474/12 Schiebel Aircraft v Bundesminister für Wirtschaft, Familie und Jugend",Request for a preliminary ruling from the Verwaltungsgerichtshof,"Reference for a preliminary ruling — Freedom of establishment — Freedom of movement for workers — Non-discrimination — Article 346(1)(b) TFEU — Protection of a Member State’s essential security interests — Legislation of a Member State under which the statutory representatives of a business engaged within the national territory in the trading of arms, munitions and war material must hold the nationality of that Member State",ECLI:EU:C:2014:2139,62012CJ0474,No,,,Yes,62012CJ0474_SUM
Joined Cases C‑533/12 P and C‑536/12 P,Joined Cases C‑533/12 P and C‑536/12 P SNCM and France v Corsica Ferries France,,,ECLI:EU:C:2014:2142,62012CJ0533,Yes,Opinion of Advocate General Wathelet delivered on 15 January 2014,ECLI:EU:C:2014:4,Yes,62012CJ0533_SUM
Case C‑543/12,Case C‑543/12 Zeman v Krajské riaditeľstvo Policajného zboru v Žiline,Request for a preliminary ruling from the Najvyšší súd Slovenskej republiky,Reference for a preliminary ruling — Directive 91/477/EEC — Issuing of the European firearms pass — National legislation according to which that pass is issued only to holders of a firearms licence issued for hunting or target shooting use,ECLI:EU:C:2014:2143,62012CJ0543,No,,,Yes,62012CJ0543_SUM
Case C‑575/12,Case C‑575/12 Air Baltic Corporation v Valsts robežsardze,Request for a preliminary ruling from the Administratīvā apgabaltiesa,"Reference for a preliminary ruling — Area of freedom, security and justice — Regulation (EC) No 810/2009 — Articles 24(1) and 34 — Uniform visa — Annulment or revocation of a uniform visa — Validity of a uniform visa affixed to a travel document which has been cancelled — Regulation (EC) No 562/2006 — Articles 5(1) and 13(1) — Border checks — Entry conditions — National legislation requiring a valid visa affixed to a valid travel document",ECLI:EU:C:2014:2155,62012CJ0575,Yes,Opinion of Advocate General Mengozzi delivered on 21 May 2014,ECLI:EU:C:2014:346,Yes,62012CJ0575_SUM
Case C‑21/13,"Case C‑21/13 Simon, Evers & Co v Hauptzollamt Hamburg-Hafen",Request for a preliminary ruling from the Finanzgericht Hamburg,Reference for a preliminary ruling — Commercial policy — Anti-dumping duties — Regulation (EC) No 499/2009 — Validity — Imports of products originating in China — Imports of the same products consigned from Thailand — Circumvention — Proof — Refusal to cooperate,ECLI:EU:C:2014:2154,62013CJ0021,Yes,Opinion of Advocate General Bot delivered on 10 April 2014,ECLI:EU:C:2014:261,Yes,62013CJ0021_SUM
Joined Cases C‑119/13 and C‑120/13,Joined Cases C‑119/13 and C‑120/13 eco cosmetics and Raiffeisenbank St Georgen v Dupuy and Bonchyk,,Reference for a preliminary ruling — Judicial cooperation in civil matters — Regulation (EC) No 1896/2006 — European order for payment procedure — Invalid service — Effects — European order for payment declared enforceable — Opposition — Review in exceptional cases — Time-limits,ECLI:EU:C:2014:2144,62013CJ0119,Yes,Opinion of Advocate General Bot delivered on 9 April 2014,ECLI:EU:C:2014:248,Yes,62013CJ0119_SUM
Case C‑157/13,Case C‑157/13 Nickel & Goeldner Spedition v 'Kintra',Request for a preliminary ruling from the Lietuvos Aukščiausiasis Teismas,Reference for a preliminary ruling — Judicial cooperation in civil matters — Regulation (EC) No 1346/2000 — Article 3(1) — Concept of an ‘action related to insolvency proceedings and closely connected with those proceedings’ — Regulation (EC) No 44/2001 — Article 1(2)(b) — Concept of ‘bankruptcy’ — Action for payment of a debt brought by the insolvency administrator — Debt arising out of the international carriage of goods — Relationship between Regulations No 1346/2000 and No 44/2001 and the Convention for the International Carriage of Goods by Road (CMR),ECLI:EU:C:2014:2145,62013CJ0157,No,,,Yes,62013CJ0157_SUM
Case C‑162/13,Case C‑162/13 Vnuk v Zavarovalnica Triglav,Request for a preliminary ruling from the Vrhovno sodišče,Reference for a preliminary ruling — Compulsory insurance against civil liability in respect of the use of motor vehicles — Directive 72/166/EEC — Article 3(1) — Concept of ‘use of vehicles’ — Accident caused in the courtyard of a farm by a tractor to which a trailer was attached,ECLI:EU:C:2014:2146,62013CJ0162,Yes,Opinion of Advocate General Mengozzi delivered on 26 February 2014,ECLI:EU:C:2014:106,Yes,62013CJ0162_SUM
"Joined Cases C‑184/13 to C‑187/13, C‑194/13, C‑195/13 and C‑208/13","Joined Cases C‑184/13 to C‑187/13, C‑194/13, C‑195/13 and C‑208/13 API and Others v Ministero delle Infrastrutture e dei Trasporti and Others",,Reference for a preliminary ruling — Road transport — Amount of the minimum operating costs determined by a body representing the operators concerned — Association of undertakings — Restriction of competition — Public interest objective — Road safety — Proportionality,ECLI:EU:C:2014:2147,62013CJ0184,No,,,Yes,62013CJ0184_SUM
